"x","y","cost","prob","status"
38.1181874684989,77.1154108643532,5,0.99838047282771,1
78.7216128595173,68.3114585094154,5,0.994094648600013,1
12.8992369771004,52.7679993025959,5,0.010500242727644,0
84.4041366130114,25.1668954826891,5,0.094776102317141,0
57.1665697544813,58.6694483272731,5,0.0012764767383399,0
50.091544650495,74.0507218614221,5,0.0148826984191114,0
38.7838777713478,69.8815039359033,5,0.0447044181506399,0
81.7661691829562,78.990974072367,5,0.00447639189876625,0
37.1684072166681,25.8234691247344,5,0.977631423416523,1
85.6233447045088,46.0205596499145,5,0.318286099016153,0
37.8544845432043,29.8406797647476,5,0.000944339036002641,0
36.2207925878465,61.419441960752,5,0.999230738331252,1
51.5269016847014,89.2071988247335,5,0.999999246460571,1
13.8422453403473,58.9176338538527,5,0.976767825847827,1
71.6397881135345,52.3203659802675,5,0.999077754582363,1
60.1198162138462,71.1509717069566,5,0.976071884502796,1
60.2727741189301,83.858081176877,5,2.52913828114661e-05,0
87.6361358910799,60.8170585148036,5,0.0010045497538193,0
66.4502166584134,78.3241003751755,5,0.00136504514475982,0
43.613936714828,39.3434552662075,5,0.0188779200438751,0
28.2076722942293,14.9698023684323,5,0.127106156205702,0
34.9400320649147,42.7399356663227,5,0.997183685072029,1
84.4812347926199,69.8089951090515,5,0.0757046415019353,0
66.6917780973017,87.3671496100724,5,5.16429902665495e-07,0
29.2882345989347,89.5967972651124,5,6.91282240103027e-05,0
60.6545196473598,59.4478472322226,5,0.00479601364050205,0
54.3058399297297,78.0239409208298,5,0.999975098908984,1
77.1548330783844,40.0019517540932,5,0.996049526831909,1
89.4708175398409,68.9012166857719,5,0.00180996362366441,0
10.664528645575,37.3547979071736,5,0.913718890090168,1
69.9287940375507,32.4309333600104,5,6.1147473797611e-06,0
46.1712643131614,88.6136641725898,5,0.973021763501875,1
52.1421445906162,27.8513120301068,5,0.998322036092702,1
78.6965499073267,18.6083654873073,5,0.00209578692002291,0
51.4198978804052,15.1846426539123,5,0.997858894426151,1
72.4679942056537,36.9399330765009,5,0.32675284290158,0
44.951623622328,23.6630345694721,5,0.448352952830436,0
46.3242917694151,27.9279818944633,5,0.00221882479211447,0
12.7435599081218,43.3607960492373,5,0.999535876328584,1
52.9853907972574,65.6391357257962,5,0.973238724218025,1
60.5743953771889,46.929024476558,5,0.999665786666027,1
31.3485853001475,50.7469141110778,5,0.675463920197373,1
55.5520512163639,19.8367526382208,5,0.000280507344331827,0
51.4334168098867,20.4802291467786,5,0.152171929971695,1
27.7927940711379,53.4920036606491,5,0.941873157926531,1
10.0059848465025,63.2685448974371,5,0.999846362151699,1
43.5206942632794,74.3707282654941,5,0.24015901733774,0
80.4540061578155,61.9667675532401,5,0.999819331588824,1
70.2330826222897,35.6400301493704,5,0.0529739962165772,0
69.7757032327354,69.0625601261854,5,0.371141311645822,1
71.1345501989126,47.7724695764482,5,0.995364357903506,1
48.4066745638847,62.7268031612039,5,0.987563357020631,1
15.2886886335909,77.2774277999997,5,0.999578491826258,1
14.2384036444128,89.4290808029473,5,0.00632781456985393,0
66.9908038154244,53.5615157522261,5,0.499469112923376,1
19.6458606608212,34.1578437015414,5,0.000648657533743449,0
58.2737488113344,29.4834124483168,5,0.00473455846144496,0
41.8018648773432,47.9877651669085,5,0.000461359319759039,0
59.5506291277707,34.4082497991621,5,0.993233061196512,1
87.1904284134507,59.8791597224772,5,0.0262227060753233,0
68.6591212265193,11.7360112443566,5,0.00197128223406317,0
29.2446875572205,22.0879703573883,5,6.12596611284605e-05,0
55.0355121307075,75.5592659674585,5,0.998537725240392,1
24.6675302647054,88.0984205938876,5,0.997351139512459,1
48.7438585609198,75.9125426411629,5,0.911553192217079,1
43.8244542852044,66.1745744012296,5,0.991493680022171,1
31.4380515180528,15.9150006435812,5,0.970891408356799,1
57.6710424385965,45.3596180863678,5,0.991051319085603,1
44.8057486861944,79.4407798349857,5,0.997450193887827,1
22.5168460421264,13.523429390043,5,0.992940764009727,1
64.9441787786782,72.5125412270427,5,0.999969711644367,1
63.4697926044464,18.6953007988632,5,7.27357427684685e-06,0
79.2868124693632,42.4115132167935,5,0.0048187918252703,0
39.2105235718191,23.923946749419,5,0.986682624912463,1
40.423904787749,46.1716812849045,5,0.660412772019519,1
72.7926536276937,62.9141853190958,5,0.999515099452648,1
21.1959685571492,26.5053690969944,5,0.94413810927672,0
57.2538919188082,76.5818603523076,5,0.987836592959783,1
66.744799464941,21.1287503316998,5,0.00151083075560972,0
78.1205764599144,61.3465143367648,5,0.66415120582833,0
82.8882486186922,15.0260584428906,5,0.00813319038699538,0
57.4651353992522,37.4070580117404,5,0.550575582242592,1
14.5693315379322,23.5423109866679,5,0.967985665855258,1
86.1339807137847,64.2293416708708,5,0.357516589755565,0
76.0082889907062,30.3851693496108,5,0.692572098406766,0
81.9992939941585,51.5645561553538,5,0.0416444096503174,0
51.8921391665936,26.766327675432,5,0.000100518418009546,0
77.0615168847144,29.8783141002059,5,0.998353414248127,1
68.3875827305019,11.0172194056213,5,0.029490776295812,0
17.1337047405541,69.9700367450714,5,0.563177510835445,0
82.3185169883072,57.8988829813898,5,0.00043641475935492,0
22.266113050282,25.2156863361597,5,0.00214448971543605,0
79.8879486881196,73.8261849805713,5,0.0741929896321688,0
62.6246595568955,28.1111297570169,5,0.179834727578063,0
23.6562513187528,77.7369693294168,5,0.999697169955438,1
65.7301865518093,72.7050424367189,5,0.00636450955611875,0
23.4223545342684,35.1617352850735,5,0.000194026204206777,0
21.5214513242245,75.2242726460099,5,0.908903139293028,1
72.3642257414758,62.2600729577243,5,0.999996066861712,1
88.6622390151024,13.3617448434234,5,0.99714948338066,1
74.1736433282495,89.6287473663688,5,0.0714454136083408,0
45.0061600841582,33.0201833695173,5,0.0784657304434788,0
82.6190998218954,35.4548776708543,5,0.979494694107214,1
89.8596171103418,88.9246938377619,5,0.00805658777405854,0
12.1850798465312,13.074160721153,5,0.999914751856811,1
69.7013774700463,26.9047558680177,5,0.997175863191994,1
89.0317007899284,17.3700511269271,5,0.0188500019808794,0
20.8198727108538,15.0718449056149,5,0.965732528530256,1
20.7340913638473,64.5023504830897,5,0.999997109468801,1
68.366763330996,31.7988581210375,5,3.88512400450663e-05,0
55.6938605755568,88.7366618402302,5,0.58285315600024,1
64.0469797886908,14.7527942433953,5,0.659429977265907,1
